,id,name,beginYear,endYear,description,countries
1392,77e4e414-cd23-49aa-8576-6e88f153748a,1723 Event 1,1723,1723,1722–1723: Russo-Persian War.,[]
1393,77eaa7a6-718c-4278-9742-a49f964dbceb,1850 Event 1,1850,1850,"1850–1864: Taiping Rebellion is the bloodiest conflict of the century, leading to the deaths of 20 million people.",[]
1394,77ef5c00-f5cc-4814-977e-2f806155dc3a,2020 Event 5,2020,2020,January 31: The United Kingdom formally withdraws from the European Union.,[]
1395,77f54062-9406-46bf-8996-e5f4e11899d6,2018 Event 9,2018,2018,November 25: Kerch Strait incident triggers martial law in Ukraine.,[]
1396,7812a69d-a29b-4a3f-8299-4e2833055936,2008 Event 6,2008,2008,June 20 – 21: Sinking of MV Princess of the Stars.,[]
1397,7814a271-ae54-4cb1-bec3-9eca2c71677f,1951 Event 5,1951,1951,October 26: Winston Churchill becomes Prime Minister of the United Kingdom.,[]
1398,783cd0c6-0de9-46f3-a810-65ffe0b66b1f,1963 Event 7,1963,1963,May 27: Bob Dylan releases The Freewheelin' Bob Dylan.,[]
1399,7842adbd-c400-4d3b-8c84-ce32b819cc91,1721 Event 1,1721,1721,1721: Robert Walpole becomes the first Prime Minister of Great Britain (de facto).,[]
1400,784ebd7f-61d5-465d-bb5e-99a474b3de47,2003 Event 1,2003,2003,"February 1: Space Shuttle Columbia disintegrates upon reentry, killing all 7 astronauts on board.",[]
1401,7870483a-ad57-4665-9d65-1736eb6e9142,1543 Event 1,1543,1543,1543: The Nanban trade period begins after Portuguese traders make contact with Japan.,[]
1402,7873ca8e-67a7-47a1-b6c9-35e50929e439,2021 Event 21,2021,2021,"March 23 – 29: The container ship Ever Given obstructs the Suez Canal for six days, costing an estimated $3.6 billion in global trade.",[]
1403,7888e90f-4bd3-42bf-b6f8-710279675e98,1793 Event 1,1793,1793,"1793: Former King Louis XVI of France and his wife Marie Antoinette are guillotined. Louis is executed in January, Marie Antoinette in October.",[]
1404,78c6d4af-6d33-4d58-a4b6-fb53ccd4a6c6,1999 Event 4,1999,1999,February 5: Rape convict Leo Echegaray is executed by lethal injection at the National Penitentiary in Muntinlupa; becoming the first Filipino to be meted the sentence since the country's last public execution in 1976 and the reinstatement of the death penalty in 1993; also first execution by that method.,[]
1405,78d0ca40-8601-4f40-a365-401501b2715e,1965 Event 6,1965,1965,August 9: Singapore gains independence.,[]
1406,78dc2d9f-f473-4da5-8bdf-04d16683413b,1934 Event 5,1934,1934,July 22: John Dillinger is gunned down by the FBI outside the Biograph Theater.,[]
1407,78efc796-0bd7-496a-9654-97763ddef14d,1568 Event 1,1568,1568,"1568: Hadiwijaya sent his adopted son and son in-law Sutawijaya, who would later become the first ruler of the Mataram dynasty of Indonesia, to kill Arya Penangsang.",[]
1408,78f18d20-aa6d-4e20-8af0-a639c44fbfd3,1966 Event 9,1966,1966,November 30: Independence of Barbados.,[]
1409,7909cab9-8c18-4250-ac30-3861555a0245,1990 Event 18,1990,1990,November 21: Release date of the Super Famicom in Japan.,[]
1410,7921104f-b3c3-4072-89b5-c5c2edf273e3,1502 Event 1,1502,1502,"1502: The Crimean Khanate sacks Sarai in the Golden Horde, ending its existence.",[]
1411,79324864-9eae-4e0e-ae77-c2efaf3ad284,1982 Event 2,1982,1982,April 25: Israel withdraws from Sinai Peninsula.,[]
1412,794452e1-dbaf-42c4-96b2-8af88577b738,1998 Event 1,1998,1998,January 31: Release date of Ring.,[]
1413,7962b8d9-e39c-4020-9337-64234d7677bf,1594 Event 1,1594,1594,"1594: St. Paul's College, Macau, founded by Alessandro Valignano.",[]
1414,796ea4d1-8404-48e8-ac3b-ef9231617954,2003 Event 10,2003,2003,The Human Genome Project is completed.,[]
1415,797b4e12-ec72-4d2e-9f1f-7853f1372abe,2021 Event 40,2021,2021,"June 19: Joe Biden signed Juneteenth National Independence Day Act into law, that made Juneteenth a federal holiday. Since then, it is first new federal holiday since Martin Luther King Jr. Day.&#91;21&#93;&#91;22&#93;",[]
1416,79a868cc-5846-4be0-b90e-f2de4bf2c91b,2000 Event 1,2000,2000,January 1: The first day of the 3rd millennium is celebrated on New Year's Day; though with dispute.,[]
1417,79aa449d-103a-478a-84a1-6d82737d9468,1926 Event 3,1926,1926,June 19: National Broadcasting Company (NBC) founded in New York City.,[]
1418,79ad6f02-4b27-4d73-a051-2b11c514f6e7,1500 Event 1,1500,1500,"1500: Around late 15th century Bujangga Manik manuscript was composed, tell the story of Jaya Pakuan Bujangga Manik, a Sundanese Hindu hermit journeys throughout Java and Bali.&#91;13&#93;",[]
1419,79ce9c40-9705-4a9a-8449-810fbc9b0baf,1960 Event 14,1960,1960,European Free Trade Association formed.,[]
1420,79f0652d-4b28-4bdf-ace7-bd7c6b8a1be0,1535 Event 1,1535,1535,"1535: The Münster Rebellion, an attempt of radical, millennialist, Anabaptists to establish a theocracy, ends in bloodshed.",[]
1421,7a0bcb53-bf53-49c6-b1a9-338713ee7dd9,1699 Event 1,1699,1699,1667–1699: The Great Turkish War halts the Ottoman Empire's expansion into Europe.,[]
1422,7a0f664e-6ccd-4f21-951c-dfd8fc92e2ff,1701 Event 1,1701,1701,1701: Kingdom of Prussia declared under King Frederick I.,[]
1423,7a14ac5d-1703-4a0f-b314-9192a2ea01e7,1556 Event 1,1556,1556,1556: The Shaanxi earthquake in China is history's deadliest known earthquake during the Ming dynasty.,[]
1424,7a264167-2940-4d51-b92c-7bdf4e7421d2,1981 Event 18,1981,1981,December 13: Martial law in Poland begins.,[]
1425,7a283f34-0ce8-4b37-8487-3a353e8a6b77,1550 Event 1,1550,1550,1550: The architect Mimar Sinan builds the Süleymaniye Mosque in Istanbul.,[]
1426,7a6e5173-6891-4c1d-9050-880f4f5a945c,1998 Event 27,1998,1998,"October – November: Hurricane Mitch leaves more than 19,325 dead in Central America as a result of catastrophic flooding and mudslides.",[]
1427,7a778dd8-e1e2-4e75-a052-1e2c58be8fc1,2018 Event 21,2018,2018,2018 Armenian revolution occurs.,[]
1428,7a797a45-a659-4afe-a6e5-187cfd539a95,1478 Event 1,1478,1478,"1478: The Great Mosque of Demak is the oldest mosque in Java, built by the Wali Songo during the reign of Sultan Raden Patah.",[]
1429,7a7c36ac-ff6b-4ba4-8038-edfa09b0295c,1923 Event 9,1923,1923,October 16: The Walt Disney Company is founded.,[]
1430,7a8b9216-8966-4a8c-8f20-1d91931c840a,1993 Event 4,1993,1993,February 20: Death of Ferruccio Lamborghini.,[]
1431,7ab3db4a-6a23-4589-bfce-396d356f2317,2011 Event 21,2011,2011,Second Ivorian Civil War ends with the arrest of former president Laurent Gbagbo.,[]
1432,7ad09901-c278-4e21-82e0-613342d528d1,1969 Event 7,1969,1969,"August 8 – 9: The Manson Family Murders – Under Charles Manson's orders, his followers, the ""Manson Family"" cult, enter the home of Hollywood actress Sharon Tate and murder her and four others.",[]
1433,7b130f62-febf-4e2e-9b26-f8bfc473dc93,1441 Event 1,1441,1441,"1441: Jan van Eyck, Flemish painter, dies.",[]
1434,7b4c6781-9381-4aa7-9179-bae66343cce8,1991 Event 3,1991,1991,March 23: Beginning of the Sierra Leone Civil War.,[]
1435,7b7afef5-5516-4e40-b08c-365a64cd1090,1997 Event 5,1997,1997,"March 13: Island of Peace massacre, a mass murder attack that occurred at the Island of Peace on the Israeli-Jordanian border, in which 7 people were killed and 6 injured.","[{'id': '22a67691-7153-4f2c-b32f-06ceb2f712ea', 'name': 'Jordan'}]"
1436,7ba2bcff-f8be-462e-b7de-46277c9a3039,1995 Event 10,1995,1995,March 25: Boxer Mike Tyson is released from prison after serving nearly 3 years.,[]
1437,7bb34238-ef82-4ca2-965d-2bd8dfa0e509,1907 Event 3,1907,1907,July 24: Japan–Korea Treaty of 1907.,[]
1438,7bb60bff-5412-48bd-a77f-76dc750e899e,1871 Event 1,1871,1871,1871–1872: Famine in Persia is believed to have caused the death of 2 million.,[]
1439,7bc97b58-4c17-46a9-9731-012b51677632,1970 Event 20,1970,1970,October 15: Anwar Sadat becomes President of Egypt.,[]
1440,7bcf9d41-9036-4b7b-a86a-e6c42d0039bd,1990 Event 17,1990,1990,October 3: German reunification.,[]
1441,7c11b20a-3dd0-475a-bfb3-2ec248de98c7,1980 Event 12,1980,1980,September 22: Beginning of the Iran–Iraq War.,[]
1442,7c134869-e7a9-4b13-8284-24cb2840bf5e,1930 Event 2,1930,1930,March 12: Salt March by Mohandas Gandhi and the official start of civil disobedience in British India.,[]
1443,7c22b7f0-a90a-406f-996a-e4c059195c74,1605 Event 1,1605,1605,"1605: Tokugawa Ieyasu passes the title of shōgun to his son, Tokugawa Hidetada, and ""retires"" to Sunpu Domain.",[]
1444,7c2ce3eb-3a18-486f-bbca-426e80c38f2f,2012 Event 19,2012,2012,December 14: Sandy Hook Elementary School shooting.,[]
1445,7c49d95e-510a-4cbf-9391-d903a7a895c6,1945 Event 8,1945,1945,April 28: Execution of Benito Mussolini.,[]
1446,7c5613e7-50ab-49c9-98d2-9239841e49d1,1755 Event 1,1755,1755,"1755: 13 February, the Treaty of Giyanti is signed, effectively partitioning the Mataram Sultanate; the VOC recognizes Mangkubumi as Sultan Hamengkubuwana I, who rules half of Central Java; Hamengkubuwana I then establishes Yogyakarta Sultanate, moves to Yogya and renames the city Yogyakarta.&#91;16&#93;",[]
1447,7ca381af-bbb8-41e1-b97b-7e501d837f73,2017 Event 3,2017,2017,"February 13: Kim Jong-nam, the half-brother of Kim Jong-Un, is assassinated in Kuala Lumpur.",[]
1448,7ca5303b-ba10-4de6-b657-79b1bc3df5b9,1901 Event 1,1901,1901,January 1: The Australian colonies federate.,[]
1449,7cad8065-8b40-472f-898b-78971cf3d4fe,1989 Event 13,1989,1989,"1989 Tiananmen Square protests. A crackdown takes place in Beijing on the army's approach to the square, and the final stand-off in the square is covered live on television.",[]
1450,7cb418e0-4324-4d3d-ae4c-bf21e54d34b4,2005 Event 20,2005,2005,"October 8: 80,000 were killed in an earthquake in Kashmir, Pakistan and Afghanistan.",[]
1451,7cb82fa5-6b6f-49d6-8312-3728a20140c4,1745 Event 1,1745,1745,1745: Second Jacobite rising is begun by Charles Edward Stuart in Scotland.,[]
1452,7cbb82a4-a84f-4d26-9486-09b410e2354d,1922 Event 13,1922,1922,"December 6: Irish Free State is established, while the Province of Northern Ireland is created within The United Kingdom.",[]
1453,7cbd84e3-907c-4848-a6f0-5007d7846280,1996 Event 9,1996,1996,"April 3: The FBI arrested Theodore Kaczynski, the suspected Unabomber at his cabin in Lincoln, Montana.",[]
1454,7cc1d9bf-62c0-4bfc-b3bf-4769b4a7ab76,1945 Event 4,1945,1945,February 3 – March 3: Battle of Manila.,[]
1455,7cca1da1-e1b3-4933-9e87-1c1714cbe35b,2020 Event 18,2020,2020,"July 2: The FBI arrests British socialite Ghislaine Maxwell, an associate of late disgraced U.S. financier Jeffrey Epstein, in New Hampshire.",[]
1456,7cd223ac-c908-48b0-b1b3-99f824466621,1556 Event 1,1556,1556,1556: Russia conquers the Astrakhan Khanate.,[]
1457,7cf0b238-26b0-48ac-bfd0-e762e021182e,1999 Event 20,1999,1999,November 30: ExxonMobil founded.,[]
1458,7d16958e-bd80-482e-a932-dcf70df41234,1521 Event 1,1521,1521,1495: Manuel I of Portugal was succeeded as the king of Portugal (reigns until 1521).,[]
1459,7d2e4ee9-5c9c-45a3-ba18-846060f01cf3,1959 Event 9,1959,1959,October 7: The U.S.S.R. probe Luna 3 sends back the first ever photos of the far side of the Moon.,[]
1460,7d65f29c-6494-483a-86b6-e6154362c039,1925 Event 2,1925,1925,March – April: First televisual image introduced by John Logie Baird.,[]
1461,7d794329-4867-450b-9f42-12f9507fd736,1932 Event 3,1932,1932,June 4: Military coup in Chile.,[]
1462,7d7c6a9e-9302-4508-ac96-4414f3fcd916,1970 Event 15,1970,1970,September 18: Death of Jimi Hendrix.,[]
1463,7d844aa2-19de-4360-9203-f6c1ccdb00bc,1543 Event 1,1543,1543,1543: Copernicus publishes his theory that the Earth and the other planets revolve around the Sun,[]
1464,7d8d9414-e51a-4e08-abd1-b6023f8d28b8,1542 Event 1,1542,1542,1542: Spanish explorer Ruy López de Villalobos named the island of Samar and Leyte Las Islas Filipinas honoring Philip II of Spain and became the official name of the archipelago.,[]
1465,7dc3cb66-c580-4c0b-a620-010bbe189818,1588 Event 1,1588,1588,"1588: Mataram into the kingdom with Sutawijaya as Sultan, titled ""Senapati Ingalaga Sayidin Panatagama"" means the warlord and cleric Manager Religious Life.",[]
1466,7dca93d8-c8c6-4f18-b26f-30cf9f0bd14d,1979 Event 12,1979,1979,November 4: The Iran hostage crisis begins.,[]
1467,7dec5065-5f4c-43bd-bb96-f05e1a8e237a,1824 Event 1,1824,1824,Premiere of Beethoven's Ninth Symphony.,[]
1468,7df4f5b2-4d5f-48d8-a183-a8dda4bb00ed,2019 Event 54,2019,2019,Sanna Marin becomes Prime Minister of Finland.,"[{'id': '13a371d3-f134-49f0-9cc3-114506e09177', 'name': 'Finland'}]"
1469,7e0dc753-ad08-4b8c-901a-fcdf2fb3a733,2015 Event 1,2015,2015,January 1: Five former Soviet Union countries form the Eurasian Economic Union.,[]
1470,7e2196cf-60aa-4e47-a04e-88a55c5dff7c,1747 Event 1,1747,1747,1736: Nader Shah assumes the title of Shah of Persia and founds the Afsharid dynasty; he rules until his death in 1747.,[]
1471,7e24caa6-d8f2-47af-9841-945caa0eaab2,1963 Event 3,1963,1963,Indonesia–Malaysia confrontation begins.,[]
1472,7e2e1604-be94-4ded-9347-574c3219d3bd,1639 Event 1,1639,1639,1639: Naval Battle of the Downs – Republic of the United Provinces fleet decisively defeats a Spanish fleet in English waters.,[]
1473,7e31a682-ed3a-435f-8d46-7ad0925f1dbf,2021 Event 53,2021,2021,"August 15: Kabul falls following the 2021 Taliban offensive, as the Islamic Republic of Afghanistan collapses de facto, and the country is governed thereafter by the Taliban as the reinstated Islamic Emirate of Afghanistan. The War in Afghanistan thus ends after 20 years following the withdrawal of U.S. and coalition troops.",[]
1474,7e45d9b9-a5d0-4f13-95cb-9853966ffe66,2012 Event 15,2012,2012,"November 6: Barack Obama wins second term as President of the United States, defeating former Massachusetts Governor Mitt Romney.",[]
1475,7e4ca201-d873-4df2-9d21-55f90537a22e,1618 Event 1,1618,1618,1618: The Manchus start invading China. Their conquest eventually topples the Ming dynasty.,[]
1476,7e8cecfa-3b23-4ceb-b420-3ab02607c4ce,2004 Event 8,2004,2004,"November 7 – December 23: The Second Battle of Fallujah occurs. It is the deadliest American battle since Vietnam, killing 95 troops.",[]
1477,7e9ac79d-5c6c-4d2b-b699-1158171b2f13,1977 Event 11,1977,1977,August 20: Voyager 2 launched by NASA.,[]
1478,7ed20558-9c71-4607-9eba-42256ed5457b,1979 Event 2,1979,1979,February – March: Sino-Vietnamese War.,[]
1479,7eecf1ab-c4b3-4563-a810-9b47ced1cb1d,1851 Event 1,1851,1851,1851–1852: The Platine War ends and the Empire of Brazil has the hegemony over South America.,[]
1480,7eef8149-7386-4261-a19d-f76e957e8441,1910 Event 2,1910,1910,April: Halley's Comet returns.,[]
1481,7ef2a6b8-845d-4e60-b6ca-8064ab163190,2019 Event 55,2019,2019,Establishment of the Miss Universe Philippines by beauty pageant titleholder and pageant director Shamcey Supsup-Lee.,[]
1482,7ef8379c-726b-4986-a66f-ac4fecf1c83c,2009 Event 11,2009,2009,December 18: Avatar is released in cinemas and becomes the highest-grossing film of all time.,[]
1483,7ef8b0e0-366c-43e3-8c68-bfc4f7552dea,1529 Event 1,1529,1529,"1529: Imam Ahmad Gragn defeats the Ethiopian Emperor Dawit II in the Battle of Shimbra Kure, the opening clash of the Ethiopian–Adal War.",[]
1484,7f0a862e-ed75-4e4c-a374-86f1af506a9f,1606 Event 1,1606,1606,1606: Captain Willem Janszoon and his crew aboard the Dutch East India Company ship Duyfken becomes the first recorded Europeans to sight and make landfall in Australia.,[]
1485,7f1b6c91-3cd9-4f30-9397-c93540899de5,1934 Event 2,1934,1934,March 24: The United States grants more autonomy to the Philippines.,[]
1486,7f21dc7a-0991-48ab-b8f3-57c101c14f57,1994 Event 12,1994,1994,June 12: Nicole Brown Simpson and Ronald Lyle Goldman are murdered outside the Simpson home in Los Angeles.,[]
1487,7f250180-57c1-4d03-bb64-80adde6bd20f,1953 Event 2,1953,1953,February 5: Release date of Disney's Peter Pan.,[]
1488,7f8fcdcf-fb9b-4a1f-9681-32272d1cf8e3,1935 Event 3,1935,1935,June 7: Stanley Baldwin becomes Prime Minister of the United Kingdom.,[]
1489,7fb0aa3f-8865-479f-b729-8106a6deafa3,2019 Event 21,2019,2019,"Christchurch mosque shootings kill 51 people, while a suicide bombing in Iran kills 41, and a series of bomb attacks in Sri Lanka kills 250.",[]
1490,7fb64ef5-84ff-4e15-b9c3-1696362e95ff,2022 Event 12,2022,2022,"February 24: Russia invades Ukraine, escalating the Russo-Ukrainian War, causing a refugee crisis and tens of thousands of deaths on both sides.","[{'id': '5fa0356d-a55c-4e3f-bbe5-8d2a7319124c', 'name': 'Russia'}, {'id': '90375e20-bef7-4335-a945-6d2de1abbc15', 'name': 'Ukraine'}]"
1491,7fe35c68-07ad-4b17-98ee-86ba4eed24bf,1905 Event 2,1905,1905,"March: The First Moroccan Crisis begins, going until May 1906.",[]
1492,7fec686f-92a5-44bb-bf28-02ac7f90f362,1964 Event 11,1964,1964,October 14: Leonid Brezhnev ousts Khrushchev and assumes power in the Soviet Union.,[]
1493,8012e1fc-51e5-44cc-9dcf-ce7d3227f4ec,1990 Event 20,1990,1990,"December 20: Tim Berners-Lee publishes the first web site, which described the World Wide Web project.",[]
1494,8018fff7-4e35-4fcf-8bd2-2fb03960352b,1943 Event 3,1943,1943,April – May: Warsaw Ghetto uprising fails.,[]
1495,8051ee55-ac76-4e97-a97a-5c2335d62f1b,1519 Event 1,1519,1519,"1519: Barbary pirates led by Hayreddin Barbarossa, a Turk appointed to ruling position in Algiers by the Ottoman Empire, raid Provence and Toulon in southern France.",[]
1496,807265b6-3fa4-44f9-ad46-bdc4ea402dd5,1668 Event 1,1668,1668,1640–1668: The Portuguese Restoration War led to the end of the Iberian Union.,[]
1497,8076a20a-39ce-4f27-b7bc-69a807df5c1b,1977 Event 5,1977,1977,May 25: Star Wars is released and quickly becomes the highest-grossing film of all-time.,[]
1498,80bfb4cb-9018-461a-9552-a30a0f5dc98d,1682 Event 1,1682,1682,1682: Peter the Great becomes joint ruler of Russia (sole tsar in 1696).,[]
1499,80e4d7e8-594e-4ddb-95c4-04d44f072f69,1949 Event 4,1949,1949,April 4: The Creation of NATO.,[]
1500,81034cfc-d094-4e2c-8b75-fe40ebac622f,1937 Event 7,1937,1937,December 21: Snow White and the Seven Dwarfs is the first feature-length animated movie released.,[]
1501,814e7505-2722-4dba-9eb6-4e904231876d,1440 Event 1,1440,1440,1440: Eton College founded by Henry VI.,[]
1502,814ef3a5-d7cb-4874-a223-ef4ae40b4b50,2021 Event 38,2021,2021,"June 9: The Legislative Assembly of El Salvador passes legislation to adopt Bitcoin as legal tender in the country, becoming the first country to adopt the cryptocurrency alongside the U.S. dollar.",[]
1503,8156aace-a913-477a-85cf-f061f0125d8e,1689 Event 1,1689,1689,1689: The Treaty of Nerchinsk established a border between Russia and China.,[]
1504,8158a5e7-15c5-494b-b45e-afc94d9e98c6,1969 Event 1,1969,1969,"January 13: Samsung Electronics founded in Suwon, South Korea.",[]
1505,81610b8f-c5c5-4d34-94b7-7a0057c9d616,1909 Event 3,1909,1909,March 12: Indian Councils Act passed.,[]
1506,817567d4-222f-46b0-8681-69df4f694fd8,1547 Event 1,1547,1547,1547: Edward VI becomes King of England and Ireland on 28 January and is crowned on 20 February at the age of 9.,[]
1507,818c9481-82e2-4eeb-9b5d-e9e3b866bbcd,1975 Event 7,1975,1975,"June 25: Prime Minister Indira Gandhi declares a state of emergency in India, suspending civil liberties and elections.",[]
1508,819bf9fd-c0ad-4e71-8853-ed45621011c5,1807 Event 1,1807,1807,Britain and the United States separately make the Slave Trade a criminal act.,[]
1509,81a77682-c568-47f2-adde-3abacd737778,2022 Event 10,2022,2022,"January 15: The Hunga Tonga–Hunga Haʻapai eruption and tsunami is the largest and most powerful volcanic eruption in decades, and the largest explosion ever recorded by modern instruments.",[]
1510,81c34b3c-567d-408d-9f33-452a0f737c52,1922 Event 17,1922,1922,The Italian reconquest of Libya begins.,[]
1511,81cba895-fb2a-4a07-94fd-552fb99da1ff,1946 Event 1,1946,1946,March 22: Independence of Jordan.,[]
1512,81e326f4-c594-4ce0-8fd7-070612f23e3c,1817 Event 1,1817,1817,Principality of Serbia becomes suzerain from the Ottoman Empire. Officially independent in 1867.,[]
1513,81f1151b-d685-4b06-8ac9-ba968affb520,1492 Event 1,1492,1492,1492: Christopher Columbus landed in the Americas from Spain.,[]
1514,8228d0d3-3ab4-48f1-9c2b-d1ba7b06e381,2015 Event 24,2015,2015,Volkswagen emissions scandal.,[]
1515,823c3d9c-a156-40e5-b903-c8a206f6004b,1991 Event 18,1991,1991,"July 22: Tracy Edwards escapes Jeffrey Dahmer's apartment and flags down a police car and the cops search through Jeffrey's stuff and find photographs of dismembered bodies and other gruesome images, which finally leads to the arrest of Jeffrey Dahmer and ends his killing spree.",[]
1516,8284495b-5f9e-4f63-9341-9c35b92dea62,1884 Event 1,1884,1884,"1884–1885: The Berlin Conference signals the start of the European ""scramble for Africa"". Attending nations also agree to ban trade in slaves.",[]
1517,8294261b-1991-4295-9775-8d97da9d6c18,1999 Event 19,1999,1999,"October 31: EgyptAir Flight 990, travelling from New York City to Cairo, crashes off the coast of Nantucket, Massachusetts, killing all 217 on board.",[]
1518,829a411b-cbd5-4629-afcb-dafc4e6b81a0,1948 Event 9,1948,1948,June 24: Berlin Blockade begins.,[]
1519,82ade3a0-2c1c-42d4-9040-f7681f6f83d9,1779 Event 1,1779,1779,1772–1779: Maratha Empire fights Britain and Raghunathrao's forces during the First Anglo-Maratha War.,[]
1520,82bc36c4-b99f-4538-a661-f335cf19d10a,1997 Event 17,1997,1997,"July 2: The Bank of Thailand floats the baht, triggering the Asian financial crisis.",[]
1521,82d15e36-1359-4341-8009-91c64ca5e179,1770 Event 1,1770,1770,1770: Birth of Ludwig van Beethoven,[]
1522,82fe564e-dc34-41a3-b6f8-68f084f061dd,1893 Event 1,1893,1893,Business coalition overthrows the royal government of the Hawaiian Kingdom .,[]
1523,831092be-3971-4bb8-b937-e8660b8cfd93,1446 Event 1,1446,1446,1446: Mallikarjuna Raya succeeds his father Deva Raya II as monarch of the Vijayanagara Empire.,[]
1524,831f396e-9d2f-45b1-a369-08dd3c60ddfe,1574 Event 1,1574,1574,"1574: in the Eighty Years' War the capital of Zeeland, Middelburg declares for the Protestants.",[]
1525,8322aef8-3e3b-48f1-99c3-3fd8b4e2bac4,1922 Event 4,1922,1922,The Washington Naval Treaty is signed.,[]
1526,8347ae2a-20d7-4271-9a50-2298bc643b22,1539 Event 1,1539,1539,1539: Hernando de Soto explores inland North America.,[]
1527,835e3ec2-f859-4f63-a87d-5571e83e768c,1652 Event 1,1652,1652,1652: Cape Town founded by the Dutch East India Company in South Africa.,[]
1528,83701416-50f6-47c8-97fe-5ae577f82c0d,1451 Event 1,1451,1451,"1451: Rajasawardhana, born Bhre Pamotan, styled Brawijaya II succeeds Wijayaparakramawardhana as ruler of Majapahit.&#91;11&#93;",[]
1529,83727949-01e2-430a-ba7d-f8161e4e5d86,1959 Event 6,1959,1959,February 19: Independence of Cyprus.,[]
1530,837d6090-c911-4c05-8862-64badf6260a3,2012 Event 18,2012,2012,"December 4 – 9: Typhoon Bopha kills over 1,600 in the Philippines.",[]
1531,839572c8-fb24-4e05-8508-90decbb1cef9,1488 Event 1,1488,1488,1488: Portuguese Navigator Bartolomeu Dias sails around the Cape of Good Hope.,[]
1532,83b1ff0d-ddb1-4d00-85c9-95f701441be2,1585 Event 1,1585,1585,1585: Colony at Roanoke founded in North America.,[]
1533,83b55628-5d6e-40f6-b567-de5ed036468f,1998 Event 21,1998,1998,September 4: Google is founded by Larry Page and Sergey Brin.,[]
1534,83b86082-a309-4df0-a312-77969eb4c85e,1601 Event 1,1601,1601,"1601: Battle of Kinsale, England defeats Irish and Spanish forces at the town of Kinsale, driving the Gaelic aristocracy out of Ireland and destroying the Gaelic clan system.",[]
1535,83bc3b53-38ff-49ab-a2d8-d141c54e7e3a,2020 Event 37,2020,2020,September 16,[]
1536,83c8146e-9f95-43be-a970-1977ba0e78c4,1637 Event 1,1637,1637,1637: End of Tulip mania.,[]
1537,83d25e29-ab6a-40a7-a9cf-3e2eaf64872c,1689 Event 1,1689,1689,"1688–1689: The Glorious Revolution starts with the Dutch Republic invading England, England becomes a constitutional monarchy.",[]
1538,83d34207-0470-4beb-a442-349f562481ab,2004 Event 1,2004,2004,January 28: The first episode of Winx Club airs on Nickelodeon.,[]
1539,83eb54c1-a861-44c5-92f4-963b5fb568db,2019 Event 15,2019,2019,November 30 – December 11: The Philippines becomes the over-all champion in the 30th Southeast Asian Games.,[]
1540,8432cdbb-2c4d-4099-b3d7-049229902747,2001 Event 6,2001,2001,May 27: Dos Palmas kidnappings: Twenty tourists are abducted by the Abu Sayyaf Group terrorists from a popular island resort in the Philippines.,[]
1541,843c1967-aada-4a26-b43f-550c12bc77bd,1908 Event 6,1908,1908,October 1: The Ford Motor Company invents the Model T.,[]
1542,84425095-c6a2-4f44-b097-452f80c61820,1415 Event 1,1415,1415,1415: Henry the Navigator leads the conquest of Ceuta from the Moors marking the beginning of the Portuguese Empire.,[]
1543,845ee5db-5f60-482a-8a45-103396127f3a,1946 Event 4,1946,1946,June 9: Bhumibol Adulyadej becomes King of Thailand.,[]
1544,84623977-c8e0-4839-be9d-9668b8b6c3f1,1719 Event 1,1719,1719,1719: The Spanish attempt to restart the Jacobite rebellion fails.,[]
1545,846a02fc-46a4-4078-a977-4fde81a71627,1930 Event 5,1930,1930,May 27: Construction of Chrysler Building completed.,[]
1546,848c7553-a7b6-40ab-a9f2-c74d374d8c68,1970 Event 5,1970,1970,March 5: Ratification of the Treaty on the Non-Proliferation of Nuclear Weapons.,[]
1547,84b4dd40-d449-4da6-b779-66b1d0244bec,1513 Event 1,1513,1513,"1513: Sultan Selim I (""The Grim"") orders the massacre of Shia Muslims in Anatolia (present-day Turkey).",[]
1548,84d287f5-a179-4dde-8dcc-faa31dc7be7e,1837 Event 1,1837,1837,1837–1838: Rebellions of 1837 fail in Canada.,[]
1549,84f5a288-4092-4b14-9728-50b9bd700ff8,1989 Event 4,1989,1989,February 2: Alfredo Stroessner is overthrown in Paraguay. End of dictatorship.,"[{'id': '163f91d9-2cf5-4c17-8bb9-112e8c17da31', 'name': 'Paraguay'}]"
1550,85229da9-05c8-4c08-9821-d66fbe7399e8,1938 Event 5,1938,1938,September 30: Munich agreement hands Czechoslovakia to Nazi Germany.,[]
1551,8544dd37-4464-4d37-8b04-5889e7f20daf,1761 Event 1,1761,1761,1761: Maratha Empire defeated at Battle of Panipat.,[]
1552,8558839a-ebd6-4178-8a20-9af14a6fb3d0,2012 Event 13,2012,2012,"FIGat7th, reopens the newly constructed center which was happened in the fall of 2012.&#91;1&#93;",[]
1553,856645c3-4798-4d6f-9c7d-45018aeb2f08,1768 Event 1,1768,1768,1768: Gurkhas conquer Nepal.,[]
1554,85849c7e-d6fd-466f-8961-6ec8b3ee33f6,1999 Event 5,1999,1999,"April: A crisis in East Timor, which led to 1,400 deaths, begins.",[]
1555,85acfc22-1a57-485e-9181-c7fd1d2ba5a0,1921 Event 7,1921,1921,November 17: End of the Ukrainian–Soviet War.,[]
1556,85d96fba-58fa-41e6-8d9b-a59a6d3191a1,1642 Event 1,1642,1642,1642: Dutch explorer Abel Janszoon Tasman achieves the first recorded European sighting of New Zealand.,[]
