,id,name,beginYear,endYear,description,countries
654,36db0799-8db2-41cf-a328-75a661594b4b,1918 Event 2,1918,1918,January 22: Ukraine declares independence from Russia.,[]
655,36df3077-7eab-4b10-ac3c-997f3ccae1a7,1607 Event 1,1607,1607,1607: Iskandar Muda becomes the Sultan of Aceh (r. 1607–1637). He will launch a series of naval conquests that will transform Aceh into a great power in the western Maritime Southeast Asia.,[]
656,36e4e05e-fa32-403c-8c6c-35992252dcae,1928 Event 1,1928,1928,March: Hassan al-Banna founds the Muslim Brotherhood.,[]
657,36eebe5a-dceb-44ab-a95d-c56108774595,1975 Event 11,1975,1975,November 20: Death of Francisco Franco.,[]
658,36f9dade-70ec-4dfb-9665-bbdf062b1dee,2019 Event 43,2019,2019,"Greta Thunberg delivers ""How dare you"" speech at the 2019 UN Climate Action Summit.",[]
659,37312070-a94f-4edc-bb5e-5c071c027049,1988 Event 9,1988,1988,"November 2: Morris worm, first computer virus distributed through the internet.",[]
660,373ecc2a-e48f-4388-8194-96f9fbb2936a,2011 Event 15,2011,2011,Syrian civil war begins.,[]
661,37895a31-bf4a-43cc-b207-a76b56af9fdd,1993 Event 25,1993,1993,"December 11: The Highland Towers collapse in Selangor, Malaysia, leaving 48 dead.",[]
662,378bee70-74f1-497f-9b72-1461a041d398,2012 Event 7,2012,2012,"July 15: Gangnam Style, a K-pop song by South Korean rapper Psy is released and becomes the worldwide phenomenon due to recognition of Guinness World Records as the most ""liked"" video on YouTube at the time.",[]
663,378d826a-5a46-4ccf-b0e1-0a9ad53368f6,1952 Event 9,1952,1952,The Mau Mau Uprising begins in Kenya.,[]
664,379b51fd-8711-4977-85c9-545240eb5403,1992 Event 13,1992,1992,August 24 – 28: Hurricane Andrew kills 65 and causes $26.5 billion in damages in the Bahamas and the United States.,[]
665,37a4f102-2e70-4c47-ac35-bfb116bdeea3,2015 Event 10,2015,2015,September 28: The first episode of FPJ's Ang Probinsyano airs on ABS-CBN.,[]
666,37ab550c-f1fa-4d7b-a78a-4630352ae982,1993 Event 21,1993,1993,"October 4: Tanks bombard the Russian parliament, while demonstrators against President Boris Yeltsin rally outside.",[]
667,37af2f09-2bbf-439a-9a2c-622f4a2a89a5,1789 Event 1,1789,1789,1789: The Liège Revolution.,[]
668,37f077c9-63de-4df5-a6a3-ef70691ac867,1952 Event 10,1952,1952,The Slansky Trial in Czechoslovakia.,[]
669,381cf4f9-1de7-41a9-ab41-dfc794dabf20,1994 Event 27,1994,1994,"December 14: Construction of the Three Gorges Dam begins in Hubei, China.",[]
670,38376929-3912-4d55-9097-26397c81c928,2014 Event 17,2014,2014,Narendra Modi is elected as the Prime Minister of India.,[]
671,38474f2e-e517-441d-8497-cb70f1b9e264,1895 Event 1,1895,1895,1895–1896: Abyssinia defeats Italy in the First Italo–Ethiopian War.,[]
672,384aa3fb-a71a-45d2-9220-d1c31f92031a,1991 Event 30,1991,1991,"Early November: Tropical Storm Thelma lashes into Eastern Visayas, leaving 8,000 people dead.",[]
673,385f6a19-fa5d-412d-953e-812a1a6e4fd6,2010 Event 19,2010,2010,Dilma Rousseff is elected as the first female president of Brazil.,[]
674,38a092c1-0fd5-437b-916e-a93c9c2e35c4,1666 Event 1,1666,1666,"1666: The 10th Sikh guru, Guru Gobind Singh is born in Patna Sahib.",[]
675,38a15dcd-1d5d-4c1c-9501-c87453af19a3,2010 Event 11,2010,2010,August 23: Manila hostage crisis.,[]
676,38e26c68-c7f1-4fe7-9191-18644febeb17,1620 Event 1,1620,1620,1620: The Brownist Pilgrims arrive in the Mayflower at Cape Cod.,[]
677,3907a318-cdc4-45ed-bece-47abd6bd46c8,1967 Event 2,1967,1967,"June 5 – 10: The Six-Day War, a conflict between Israel and Arab states that resulted in Israel occupying the Gaza Strip, the Sinal Peninsula, the West Bank and the Golan Heights.",[]
678,391fd726-e9a9-4f3c-9c7f-00ed4a26d770,1494 Event 1,1494,1494,1494–1559: The Italian Wars lead to the downfall of the Italian city-states.,[]
679,39271672-8f9c-4add-adeb-ad82f84e5368,1973 Event 6,1973,1973,October: 1973 oil crisis.,[]
680,392d4b39-bc60-4bda-9541-b5838c2a5ad0,1944 Event 8,1944,1944,September 19: The Continuation War ends.,[]
681,393e41bb-2fa8-4151-a36b-e1202429d952,1445 Event 1,1445,1445,1445: The Kazan Khanate defeats the Grand Duchy of Moscow at the Battle of Suzdal.,[]
682,39488a78-cb5a-4a01-85cd-c0d365bf6388,2021 Event 45,2021,2021,"July 18: An international investigation reveals that spyware sold by Israel's NSO Group to different governments is being used to target heads of state, along with thousands of activists, journalists and dissidents around the world.","[{'id': 'ddef3fc4-deb8-4688-8678-7be7aa1e0b1c', 'name': 'Israel'}]"
683,394f03c5-2209-4907-8e3e-42a8285cf0b6,2016 Event 6,2016,2016,"May 9: Rodrigo Duterte becomes President of the Philippines, and initiates a controversial drug war.",[]
684,39781354-fd93-4307-bb5f-2f103ec91ba0,2021 Event 71,2021,2021,"The COVID-19 pandemic continues, infecting more than 220 million and killing at least 3.6 million people in its second year. The true totals of infected and dead are estimated to be much higher.",[]
685,398ec187-ee82-4d4f-81a9-2e4103597ae7,1997 Event 25,1997,1997,December 19: Release date of Titanic.,[]
686,39bb277d-2c52-4296-b1e5-65ad13c6d171,1913 Event 1,1913,1913,"January 23: In the 1913 Ottoman coup d'état, Ismail Enver comes to power.",[]
687,39c55c36-5c9d-411b-9845-8123958d582a,1922 Event 6,1922,1922,June 16: End of Russian Civil War.,[]
688,39ca2fff-51d1-400a-9cfd-6ee46b3f04fd,1995 Event 26,1995,1995,"October 16: The Million Man March is held in Washington, D.C. The event was conceived by Nation of Islam leader Louis Farrakhan.",[]
689,39cacee1-44e5-4945-838e-96c1faa1785b,1605 Event 1,1605,1605,"1556–1605: During his reign, Akbar expands the Mughal Empire in a series of conquests (in the Indian subcontinent).",[]
690,39d2151c-68b5-498f-ab4d-496302415096,2013 Event 21,2013,2013,End of 2012–2013 Cypriot financial crisis.,[]
691,39ee3246-5b24-45b3-9348-28e5f03ad21b,2010 Event 22,2010,2010,2010 eruptions of Eyjafjallajökull.,[]
692,3a08be0e-77cd-49ce-a9e7-0e9ea237a04f,1908 Event 7,1908,1908,"early October: Austria-Hungary annexes Bosnia-Herzegovina, triggering the Bosnian Crisis.",[]
693,3a104e4e-59cf-43e1-8381-d2af6ebe58a4,1918 Event 22,1918,1918,The Armistice of 11 November 1918 ends World War I.,[]
694,3a1e3bf0-3368-4ee1-ab6e-0a9e8f9b6ca4,1935 Event 5,1935,1935,September 15: Enactment of the Nuremberg racial laws.,[]
695,3a5b5deb-3aab-4c89-95b0-c02d94a97303,1909 Event 5,1909,1909,April 6: Robert E. Peary claims to have reached the North Pole though the claim is subsequently heavily contested.,[]
696,3a6bdcfb-c257-4ce2-9163-6de0d085b116,1961 Event 2,1961,1961,January 20: John F. Kennedy is inaugurated as President of the United States.,[]
697,3a6db52d-534a-4ae4-b2d4-b874e80953f6,1973 Event 8,1973,1973,December 3: Pioneer 10 sends back the first close-up images of Jupiter.,[]
698,3a756a70-7e1e-4861-9050-a491697a5db7,1786 Event 1,1786,1786,"1786: Frederick the Great dies without issue and is succeeded as King of Prussia by his nephew, Frederick William II.",[]
699,3a7cd71f-9e3d-45d5-b27c-5d854daffe72,1905 Event 9,1905,1905,The Persian Constitutional Revolution begins.,[]
700,3a804497-8b94-4666-9da1-f11c3023adc9,1927 Event 4,1927,1927,"May 18: The Bath School disaster, a series of violent attacks by Andrew Kehoe results in 45 deaths in Michigan, USA.",[]
701,3a88c507-0994-45a4-ae61-cbab89e2c595,1469 Event 1,1469,1469,"1440–1469: Under Moctezuma I, the Aztecs become the dominant power in Mesoamerica.",[]
702,3a890f98-ad8d-4d3a-8d7d-fbb4394b3a39,1995 Event 25,1995,1995,October 3: O. J. Simpson is found not guilty of double murder for the deaths of former wife Nicole Simpson and Ronald Goldman in 1994.,[]
703,3a92e833-5b24-4c51-988c-cc2bf568bb58,1915 Event 4,1915,1915,"July 28: In the Banana Wars, the United States occupation of Haiti begins.",[]
704,3a9babc8-5c90-4546-aa4b-065be1857d17,1950 Event 2,1950,1950,February 15: Release date of Disney's Cinderella.,[]
705,3aa8e54b-25c8-4450-9eff-711a2647a0fb,1941 Event 9,1941,1941,Mount Rushmore construction ends.,[]
706,3ae2db89-6333-4db0-a5c3-fca03a528909,1551 Event 1,1551,1551,"1551: North African pirates enslave the entire population of the Maltese island Gozo, between 5,000 and 6,000, sending them to Libya.",[]
707,3ae8c580-26be-48c2-a091-f80475f6c98f,2004 Event 11,2004,2004,"December 26: Boxing Day Tsunami occurs in Indian Ocean, leading to the deaths of 230,000.",[]
708,3aea3907-2daf-46ef-83b0-30eef2fc0149,1627 Event 1,1627,1627,1627: Aurochs go extinct.,[]
709,3af992e5-25e6-45e4-ac4e-ddc3190dea36,1965 Event 10,1965,1965,November 24 – 25: Congo Crisis ends; Joseph Mobutu becomes dictator of the Congo.,[]
710,3b0c0fa2-9ef6-48bb-b26c-8545dad525b8,1613 Event 1,1613,1613,"1613: The Time of Troubles in Russia ends with the establishment of the House of Romanov, which rules until 1917.",[]
711,3b1efb1b-7b77-4ac2-a2bc-9fe65a92699c,1994 Event 5,1994,1994,April 5: Suicide of Kurt Cobain.,[]
712,3b40eb1c-0040-41ef-9e1b-370b02fe8113,2016 Event 7,2016,2016,"June 1: The Gotthard Base Tunnel, the world's longest and deepest railway tunnel, is completed.",[]
713,3b46089f-109c-44a2-bfba-b3690ce27e20,1924 Event 1,1924,1924,January 21: The death of Vladimir Lenin triggers power struggle between Leon Trotsky and Joseph Stalin.,[]
714,3b4a8f70-1bf4-4425-b2e2-c467cc264ebe,2020 Event 42,2020,2020,October 11: The Los Angeles Lakers defeat the Miami Heat in the 2020 NBA Finals to win their 17th championship in franchise history.,[]
715,3b784b9a-5f59-4858-8f48-d002549f9059,1561 Event 1,1561,1561,1561: Guido de Bres draws up the Belgic Confession of Protestant faith.,[]
716,3bb54bb7-074f-4b09-9bea-76f873cab2cf,2014 Event 2,2014,2014,March 8: Malaysia Airlines Flight 370 disappears from radar while en route to Beijing from Kuala Lumpur. There were 239 people on board.,[]
717,3bce7894-48ce-4850-a301-b261d7858e1c,1999 Event 24,1999,1999,Vladimir Putin becomes the President of Russia.,[]
718,3be71200-1ab2-4090-bcaa-f62cd4ed9da8,2018 Event 3,2018,2018,April 26: Boracay closes to tourists for six months as part of the government's efforts to rehabilitate and redevelop the island.,[]
719,3c103bd6-6c4d-4c99-a244-b29eabe7cd2f,2017 Event 19,2017,2017,2017–18 North Korea crisis begins as North Korea conducts a series of missile and nuclear tests that demonstrate its ability to launch ballistic missiles beyond its immediate region.,[]
720,3c1a83d3-0a99-4c88-8761-3783bf1802b8,1927 Event 2,1927,1927,May: Australian Parliament convenes in Canberra for the first time.,[]
721,3c2aa5f4-e9c5-408a-bc98-ad9af6516e28,1911 Event 4,1911,1911,April – November: Agadir Crisis.,[]
722,3c65047c-2dcd-44ed-8dff-949903bd8674,1995 Event 19,1995,1995,August–September: NATO bombing raids in Bosnia end the Bosnian War.,[]
723,3c6b5ce2-bcce-4e67-a70a-4979cb929e36,1967 Event 4,1967,1967,"July 17: Death of John Coltrane,  American jazz saxophonist, clarinettist and composer.",[]
724,3c6db215-7060-48c4-afbb-e63cc00166a2,1618 Event 1,1618,1618,"1618: The Bohemian Revolt precipitates the Thirty Years' War, which devastates Europe in the years 1618–48.",[]
725,3c974344-eaab-45ad-a7f6-1ba9348084c4,2008 Event 2,2008,2008,"Cyclone Nargis kills 133,000 in Myanmar.",[]
726,3cde9098-0ddf-49d8-afd3-7a28757f507e,1961 Event 8,1961,1961,September 18: UN Secretary General Dag Hammarskjöld dies in a plane crash.,[]
727,3cf16302-9754-492f-845b-39cec4b89b8e,2008 Event 8,2008,2008,November 26 – 29: 2008 Mumbai attacks.,[]
728,3d34e7b1-7f17-4b08-adc8-25e65338ec39,1819 Event 1,1819,1819,Trustees of Dartmouth College v. Woodward.,[]
729,3d3de38f-4ba0-4fca-90fb-757abb070296,1996 Event 16,1996,1996,July 5: Dolly the sheep becomes the first successful cloned mammal.,[]
730,3d4a2892-3dbb-4803-b6ce-535a55d83215,1621 Event 1,1621,1621,1621: The Battle of Chocim: Poles and Cossacks under Jan Karol Chodkiewicz defeat the Ottomans.,[]
731,3d552242-eca6-47a0-9d95-889f5c4a7575,1995 Event 14,1995,1995,May 14: The Dalai Lama proclaims 6-year-old Gedhun Choekyi Nyima as the 11th reincarnation of the Panchen Lama.,[]
732,3d5b2c39-2a0b-4a9a-9085-4dea6f075e29,1596 Event 1,1596,1596,1596: Birth of René Descartes.,[]
733,3d96407d-e09f-4fde-9848-44b05dd1a2f6,2021 Event 76,2021,2021,Barbadian singer Rihanna becomes the National Hero of Barbados.,"[{'id': 'd5fc09de-6265-40fb-949b-d1eacca1379f', 'name': 'Barbados'}]"
734,3df21bfb-791e-4f26-b1f6-71fbeacf5ff8,2013 Event 18,2013,2013,Croatia becomes a member of the European Union.,"[{'id': '232cdf9f-8a2c-4eed-8664-cacef8dcf720', 'name': 'Croatia'}]"
735,3e1a7c2e-7f86-4765-94db-a26fb763a126,1601 Event 1,1601,1601,"1601: Panembahan Senopati, first king of Mataram, dies and passes rule to his son Panembahan Seda ing Krapyak.",[]
736,3e1e6466-3e9a-492f-8eb8-3b96a73961af,1982 Event 3,1982,1982,April – June: Falklands War.,[]
737,3e2cb2a4-1ecd-43ce-a3a3-2e20ddab6e80,1518 Event 1,1518,1518,"1518: The dancing plague of 1518 begins in Strasbourg, lasting for about one month.",[]
738,3e3ba96f-a05d-4d9c-a0e8-512908554233,1937 Event 5,1937,1937,September 21: J. R. R. Tolkien publishes The Hobbit.,[]
739,3e76b757-360d-4018-aee3-714c522c0b17,1970 Event 17,1970,1970,"October – December: FLQ seizes hostages, causing Prime Minister Pierre Elliot Trudeau of Canada to issue the War Measures Act.",[]
740,3e88a739-ac34-48ee-bd58-5e1585bfaeb2,1998 Event 3,1998,1998,"February 2: Cebu Pacific Flight 387 crashes on the slopes between Mount Sumagaya and Mount Lumot in Claveria, Misamis Oriental, killing all 104 people on board.",[]
741,3e8dcc43-dc4c-40ed-ac3f-f2ea56cc9e8a,2017 Event 13,2017,2017,"October 14: A bombing in Mogadishu, Somalia on October 14, kills 587 people and injures 316. It is one of the deadliest terrorist attacks in modern history.","[{'id': '2e78e7b7-49d2-430e-aee6-a590da8aede9', 'name': 'Somalia'}]"
742,3ef8ebfd-aa6e-416c-a11c-0d3517e1397b,1985 Event 11,1985,1985,"October 18: North American release date of the Nintendo Entertainment System, a rebranding of Nintendo's Family Computer.",[]
743,3efbaf09-a729-486d-b8cf-c4162b924420,2002 Event 20,2002,2002,2001–2002 India–Pakistan standoff ends.,[]
744,3efe35ae-2325-4d2d-920b-670a18cfafde,2021 Event 13,2021,2021,"February 13 – 17: Winter Storm Uri becomes the costliest winter storm in North American history, costing $200 billion and 237 lives, and triggering the 2021 Texas power crisis.",[]
745,3f00ee7d-359a-470b-95b8-22193c1e25c4,1678 Event 1,1678,1678,1672–1678: Franco-Dutch War.,[]
746,3f1853f7-2ad3-45ec-83ca-e8af616896a2,2014 Event 18,2014,2014,Joko Widodo is elected President of Indonesia.,[]
747,3f4587a9-d53c-4bc2-aa3d-9b61bbdbf190,1639 Event 1,1639,1639,"1633–1639: Japan transforms into ""locked country"".",[]
748,3f87b251-a22a-46ce-a533-97d758a7f50c,1572 Event 1,1572,1572,"1572: Brielle is taken from Habsburg Spain by Protestant Watergeuzen in the Capture of Brielle, in the Eighty Years' War.",[]
749,3f888b4d-dc26-4ae7-ab41-9438536feff0,2021 Event 5,2021,2021,"January 10: Kim Jong-un is elected as the General Secretary of the ruling Workers' Party of Korea, inheriting the title from his father Kim Jong-il, who died in 2011.",[]
750,3f9349fd-af24-4bb7-8606-fe7ef4d1e394,2022 Event 29,2022,2022,September 26: The Double Asteroid Redirection Test probe successfully crashes into the asteroid (65803) Didymos I Dimorphos.,[]
751,3fa8bc29-f0f2-4e54-a0ec-04c00c37e799,1992 Event 18,1992,1992,November 25: Release date of Disney's Aladdin.,[]
752,3fb3f3e7-822c-401b-bb7e-bae93e65f5e8,1998 Event 26,1998,1998,"October 29: Former astronaut John Glenn returns to space, as a payload specialist.",[]
753,3fd1ea69-5c3c-4baf-ba48-ae3e5d48a9fe,1995 Event 16,1995,1995,"June 29: The Sampoong Department Store collapse, a structural failure in a department store in Seoul, South Korea, kills 502 people and injures other 1,445.",[]
754,3fdb7cd0-793a-4637-aa7c-d29da73d1bc3,1920 Event 3,1920,1920,February 2: Victory for Estonia in the Estonian War of Independence.,[]
755,3fdc4e82-d797-4ea5-bbcd-cc98175eb975,1910 Event 1,1910,1910,February 8: Boy Scouts of America is founded.,[]
756,3ff304bf-84a6-4587-8372-ba03b0bffe8c,2019 Event 8,2019,2019,"April 30: Emperor Akihito of Japan abdicates from his throne, the first abdication by a Japanese monarch in almost two centuries. The abdication ends the Heisei era of Japan and ushers in the Reiwa era with new emperor Naruhito ascending the throne on May 1.",[]
757,3ffc1a1b-de77-40c7-b951-91731745fde9,2001 Event 13,2001,2001,December 11: China becomes a member of the World Trade Organization.,[]
758,40236e54-2769-474b-8e1a-d5d2f98da14b,1904 Event 3,1904,1904,May: U.S. begins construction of the Panama Canal and eradication of yellow fever.,[]
759,4074fc8f-ce26-4267-90a0-50c057c5d408,2013 Event 19,2013,2013,Conflict begins in South Sudan.,"[{'id': 'a8898c78-2d15-4737-86d5-0e88b6bd4a90', 'name': 'South Sudan'}]"
760,40862143-5b50-4a2a-8eec-76b44b3d59b2,1605 Event 1,1605,1605,1605: Gunpowder Plot failed in England.,[]
761,40e0902f-7981-4da3-9e7c-80b3668e7c20,1923 Event 7,1923,1923,October 11: Turkish War of Independence ends; Ankara replaces Istanbul as its capital.,[]
762,411263a6-4806-4688-8dd7-3b2807e7e8a8,1904 Event 5,1904,1904,"Herero and Namaqua Genocide, the first genocide of the 20th century, begins in German South-West Africa.",[]
763,4139f5ba-8581-44d0-989e-6884b41e4748,2006 Event 6,2006,2006,April 23: Spotify is launched.,[]
764,4158c67f-c70e-4f8d-8f1f-f6048b34b833,1721 Event 1,1721,1721,1721: Kangxi Emperor bans Christian missionaries because of Pope Clement XI's decree.,[]
765,41961e65-9c61-4fa9-9836-6c17e4399635,2021 Event 52,2021,2021,"August 14: An earthquake in Haiti kills over 2,000 people.","[{'id': '9aede0a9-b877-449f-baae-6c682deb4583', 'name': 'Haiti'}]"
766,419b0816-d44f-4df7-a37d-520ee0a6501a,2021 Event 43,2021,2021,"July 7: Haitian President Jovenel Moïse, is assassinated in a midnight attack by unknown mercenaries.",[]
767,41a10c9c-56bb-4559-a0df-0232dc158b11,1559 Event 1,1559,1559,1559: Sultan Hairun of Ternate (in present-day Indonesia) protests the Portuguese's Christianisation activities in his lands. Hostilities between Ternate and the Portuguese.,[]
768,41bb8dac-d3f1-48c1-b22c-3b6f5d053d70,1956 Event 6,1956,1956,"Construction of Brasília, the new capital of Brazil to replace Rio de Janeiro, begins.",[]
769,41bd63e8-5ce3-4cce-bbaa-12382a8501d9,1933 Event 1,1933,1933,January 30: Adolf Hitler becomes Chancellor of Germany.,[]
770,41ebfe18-5408-4ae7-bba9-40eeff28fc14,2000 Event 2,2000,2000,February 29: Rare century leap year date.,[]
771,41f81a47-9116-4577-862a-3edaa97d6c1e,2005 Event 6,2005,2005,February 16: The Kyoto Protocol comes into effect.,[]
772,42071e3a-3367-4c77-9042-edb495a47057,1603 Event 1,1603,1603,"1603: Elizabeth I of England dies and is succeeded by her cousin King James VI of Scotland, uniting the crowns of Scotland and England.",[]
773,4246af5f-faef-4780-8a0d-fd9f119dea2a,1606 Event 1,1606,1606,1593–1606: The Long War between the Habsburg monarchy and the Ottoman Turks.,[]
774,4252bcf7-521b-4cd9-83db-a955de63f93d,1996 Event 18,1996,1996,July 27: Centennial Olympic Park bombing.,[]
775,4254cc46-31da-49e9-a9e4-6864b725b262,1991 Event 17,1991,1991,"July 11: A solar eclipse of record totality occurs in the Northern hemisphere. It is seen by 20&#160;million people in Hawaii, Mexico, and Colombia.",[]
776,425d93aa-4454-49c0-8ebd-1b382c8b92f5,1846 Event 1,1846,1846,1846–1848: The Mexican–American War leads to Mexico's cession of much of the modern-day Southwestern United States.,[]
777,42650758-14e4-45f9-ae53-45d4e2cf9b23,1974 Event 8,1974,1974,"August 8 – 9: Watergate scandal: Resignation of Richard Nixon; Vice President Gerald Ford assumes office as President of the United States, the first person not elected as either President or Vice President to take the role.",[]
778,427b11bd-6d43-4855-8ada-8e82916d7140,1676 Event 1,1676,1676,1676: The Treaty of Zurawno brings Polish-Ottoman hostilities to a halt.,[]
779,42844e24-14a9-4142-843e-67bb69813a43,2020 Event 28,2020,2020,"August 26: Amazon CEO Jeff Bezos becomes the first person in history to have a net worth exceeding US$200 billion, according to Forbes.",[]
780,42a24884-8c1a-4d49-9aeb-6dbb664ec0b5,2012 Event 9,2012,2012,September 11 – 12: 2012 Benghazi attack leads to the death of US ambassador J. Christopher Stevens.,[]
781,42aa9869-ca4d-48dc-a8e3-9768544b24c6,1984 Event 3,1984,1984,"October 31: Assassination of Indira Gandhi, Indian Prime Minister.",[]
782,4306ce55-ac58-4520-8c19-2fb2c78de3d0,1957 Event 3,1957,1957,March 17: Philippine President Ramon Magsaysay and 24 others are killed in a plane crash.,[]
783,4309370f-89e6-43ba-8b06-7188a974150c,1916 Event 10,1916,1916,December: The Pact is agreed upon by both the Congress and the Muslim League at the Indian city of Lucknow.,[]
784,4312630d-bfe9-411d-b858-3dfb121962fd,1987 Event 6,1987,1987,"September 10: The Battle of Cuito Cuanavale, Angola begins and further intensifies the South African Border War.","[{'id': '5292bf5c-1788-443a-93c7-ef2f58bca137', 'name': 'Angola'}]"
785,4335c82b-821f-4871-be41-11f01aeaf371,1675 Event 1,1675,1675,1675: Greenwich Observatory commissioned.,[]
786,4358698c-7d34-4d20-93c2-24b432dc2fa8,1548 Event 1,1548,1548,"1548: Askia Daoud, who reigned from 1548 to 1583, establishes public libraries in Timbuktu (in present-day Mali).",[]
787,435b47e3-2338-4abe-8be3-d63a6c46c700,1515 Event 1,1515,1515,1515: The Ottoman Empire wrests Eastern Anatolia from the Safavids after the Battle of Chaldiran.,[]
788,43856e21-0b70-4724-88b7-be106809760f,1908 Event 5,1908,1908,July: Young Turk Revolution in the Ottoman Empire.,[]
789,439efdf1-a25b-469f-8144-49856e03a3cf,1596 Event 1,1596,1596,"1596: June, de Houtman's expedition reaches Banten the main pepper port of West Java where they clash with both the Portuguese and Indonesians. It then sails east along the north coast of Java losing twelve crew to a Javanese attack at Sidayu and killing a local ruler in Madura.&#91;17&#93;",[]
790,43a25dd5-1492-47e1-9e59-22eedaff8da3,1993 Event 8,1993,1993,March 31: Death of Brandon Lee.,[]
791,43a4b97d-d8cd-4ae0-97d2-4559db9857fa,1945 Event 5,1945,1945,March – July: Battle of Okinawa.,[]
792,43b17e75-0f2f-4590-ae06-cd298c012f8d,1620 Event 1,1620,1620,1620: Emperor Ferdinand II defeats the Bohemian rebels in the Battle of White Mountain.,[]
793,43c7f5c6-02c4-4faf-bb52-73347200f153,1773 Event 1,1773,1773,1773: East India Company starts operations in Bengal to smuggle opium into China.,[]
794,43e09306-cdd7-4dae-b7d6-fd56eb225eb1,1953 Event 9,1953,1953,July 27: End of the Korean War.,[]
795,43e3224e-e9c6-45a3-9bd2-91b7593282f1,1433 Event 1,1433,1433,1419–1433: The Hussite Wars in Bohemia.,[]
796,43efb662-c163-4cad-a0b3-6b4e83d5cffb,1792 Event 1,1792,1792,1792: King Gustav III of Sweden is assassinated by a conspiracy of noblemen.,[]
797,44357e97-fd9a-4c22-a50e-e9e4603bfed9,2018 Event 11,2018,2018,December 17: Catriona Gray of the Philippines is crowned Miss Universe 2018.,[]
798,4448a95b-1d31-41ab-8d26-0359d04c59ce,1972 Event 2,1972,1972,January 30: Northern Ireland's Bloody Sunday.,[]
799,44496b7d-2b79-4c67-bc29-717c66273b3a,1931 Event 5,1931,1931,April 14: The Second Spanish Republic is declared.,[]
800,447cca9f-8ddf-41d6-8753-4d71b75a5e5b,1621 Event 1,1621,1621,1620–1621: Polish-Ottoman War over Moldavia.,[]
801,447f5378-3e51-431f-bf8c-cb0c0d5bf359,1931 Event 11,1931,1931,Independence of South Africa.,[]
802,4495095d-c2ee-42b8-aab4-6ed2679d16e6,1669 Event 1,1669,1669,1648–1669: The Ottomans capture Crete from the Venetians after the Siege of Candia.,[]
803,4498e26b-fb7a-4187-9969-e4b22991842e,1687 Event 1,1687,1687,"1512: Qutb Shahi dynasty, founded by Quli Qutb Mulk, rules Golconda Sultanate  until 1687.",[]
804,44a200f0-0363-4d76-b471-c6f15a24f072,1996 Event 27,1996,1996,November 1: Release of DVD in Japan.,[]
805,44d14b7c-44ed-4bc7-a6b1-c2ad0bbe79e4,2020 Event 24,2020,2020,August 1: The Barakah nuclear power plant in the UAE becomes operational following delays since 2017.,[]
806,450b9cfe-2b41-4028-9ac2-7a8ea670b026,2002 Event 25,2002,2002,Hu Jintao is elected as General Secretary of the Chinese Communist Party.,[]
807,45171b1c-ae80-41a9-b761-26cafdb4d6e1,1802 Event 1,1802,1802,Treaty of Amiens between France and the United Kingdom ends the War of the Second Coalition.,[]
808,452b32ca-c27f-4b4a-99fe-648938852e1d,2021 Event 27,2021,2021,Ingenuity becomes the first vehicle to fly in the atmosphere of another planet.,[]
809,4534b4c0-35cf-4cb3-a39a-59e4e264d7e7,1710 Event 1,1710,1710,"1710: The world's first copyright legislation, Britain's Statute of Anne, takes effect.",[]
810,4539177d-8924-4fa6-813c-2cf23d53188b,1632 Event 1,1632,1632,"1632: Taj Mahal building work started in Agra, India.",[]
811,4543e8c0-9ccb-4bbc-8689-d28c4a051502,1953 Event 15,1953,1953,The first color television is produced.,[]
812,45697086-d84c-4a73-a6bc-46210a920231,1949 Event 6,1949,1949,May 12: Berlin Blockade ends.,[]
813,459ced37-7ea5-44ce-bd1d-9390dc568425,1943 Event 8,1943,1943,A famine in Bengal kills up to 3 million people.,[]
814,459db30a-77ff-4971-89e8-f7ea2c74869c,1996 Event 3,1996,1996,February 13: Nepalese Civil War begins.,[]
815,459ffd80-adcc-48f3-ae1a-00c21500314f,1619 Event 1,1619,1619,1619: Bethlen Gabor is defeated outside Vienna.,[]
816,45d24da8-83c6-4fde-bc16-ee3a07da793d,1535 Event 1,1535,1535,1535: The Portuguese in Ternate depose Sultan Tabariji (or Tabarija) and send him to Portuguese Goa where he converts to Christianity and bequeaths his Portuguese godfather Jordao de Freitas the island of Ambon.&#91;11&#93; Hairun becomes the next sultan.,[]
817,45d7ba55-f151-4b5f-ac21-7283a41a48e4,1672 Event 1,1672,1672,"1672: Rampjaar in the Netherlands – Combined attack by France, England and two German states on the Republic of the United Provinces.",[]
818,45db386d-3b0c-4ff4-b467-79bd554b9ea8,1953 Event 7,1953,1953,June 16 – 17: An East German Uprising leads to the arrest and execution of Lavrentiy Beria; power struggle begins between Georgy Malenkov and Nikita Khrushchev.,[]
819,45efca4e-43ac-426e-b32a-67f7e6c13563,1996 Event 26,1996,1996,October 24: The First Congo War begins.,[]
820,45efccdc-cf6e-4652-9e29-327f11c8a443,1983 Event 9,1983,1983,October 25 – 29: Invasion of Grenada by the United States.,"[{'id': '1f172adf-c81a-42ac-a565-ea37e15e4ae8', 'name': 'Grenada'}]"
821,460cf9cf-a9df-4360-b140-95c30afc0f4d,2020 Event 67,2020,2020,"The United Nations Commission on Narcotic Drugs votes to remove cannabis from a list of dangerous drugs in recognition of its medical value, although some controls will remain.",[]
